1143, 1079, 1464
1143, 1079, 1998
987, 1797, 1998
214, 1997, 1998
-6, 1845, 1998
145, 1329, 1998
314, 759, 1777
485, 170, 1243
548, -208, 1080
454, -413, 1043
-,-,-
-1064, 1995, 1871
-456, 1925, 988
343, 896, 1232
1589, -957, 907
1998, -1998, -470
1736, -1998, -1872
774, -1998, -1970
532, -1998, -1425
145, -1884, -201
-55, -1262, 569
-156, -658, 204
471, -233, 331
897, -233, 1216
897, 394, 1216
542, 997, 1996
425, 1219, 1998
253, 1314, 1998
173, 1242, 1998
123, 975, 1904
119, 633, 1319
164, 333, 800
164, 333, 800
234, 56, 802
-,-,-
-29, 1906, 1955
-29, 1906, 1955
1011, 1112, 1283
837, 67, 1497
869, -1112, 789
1031, -1979, -1346
872, -1998, -1997
599, -1998, -1997
